Job_Title,Salary_Estimate,Rating,Company_Name,Location_,Size_,Founded,Type_of_Ownership,Industry_,Sector_,Revenue_,Competitors,Easy_Apply
Data Analyst,$65K-$120K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","San Francisco, CA",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
Senior Lead Data Analytics Analyst,$65K-$120K (Glassdoor est.),2.8,"Bank of the West
2.8","San Francisco, CA",10000+ employees,1874,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$2 to $5 billion (USD),"Bank of America, Wells Fargo, U.S. Bank",-1
Data Analyst w/ Tealium - Remote Work,$65K-$120K (Glassdoor est.),4,"Two95 International Inc.
4.0","San Mateo, CA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,-1
Data Analyst,$65K-$120K (Glassdoor est.),2.5,"Enclipse
2.5","Oakland, CA",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),"Accenture, Deloitte",-1
"Business Data Analyst Excel, Tableau - 100% Remote - Phoenix, Minneapolis, or Des Moines",$65K-$120K (Glassdoor est.),3.7,"PRIMUS Global Services, Inc
3.7","San Francisco, CA",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1
Business Data Analyst - Senior/Director : 20,$65K-$120K (Glassdoor est.),4.6,"Akraya Inc.
4.6","San Francisco, CA",51 to 200 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),"Collabera, Artech Information Systems, TEKsystems",-1
Senior Data Analyst,$65K-$120K (Glassdoor est.),3.6,"Vida
3.6","San Francisco, CA",Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1
Senior Data Analyst - User Growth,$65K-$120K (Glassdoor est.),3.4,"Redfin
3.4","San Francisco, CA",1001 to 5000 employees,2004,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,"Zillow, Trulia, Coldwell Banker",-1
Senior Data Analyst,$65K-$120K (Glassdoor est.),3.5,"Flexport
3.5","San Francisco, CA",1001 to 5000 employees,2013,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),-1,-1
"Senior Compliance Data Analyst, Cash App",$65K-$120K (Glassdoor est.),4,"Square
4.0","San Francisco, CA",1001 to 5000 employees,2009,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),-1,-1
Data Analyst,$65K-$120K (Glassdoor est.),4.1,"Kforce
4.1","San Ramon, CA",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1
Procurement Data Analyst,$65K-$120K (Glassdoor est.),3.3,"Bio-Rad
3.3","Hercules, CA",5001 to 10000 employees,1952,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"Thermo Fisher Scientific, Abbott, Ortho Clinical Diagnostics",-1
Master Data Management (MDM) - Business Systems Analyst,$65K-$120K (Glassdoor est.),3.5,"Saama
3.5","South San Francisco, CA",1 to 50 employees,2007,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1
Sr. Data Analyst - Risk Analysis,$65K-$120K (Glassdoor est.),4.5,"OKCoin
4.5","San Francisco, CA",501 to 1000 employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1
Lead Data Analyst (Product),$65K-$120K (Glassdoor est.),-1,Kinship,"San Francisco, CA",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,-1
Lead Data Analyst,$65K-$120K (Glassdoor est.),3.9,"Diverse Lynx
3.9","San Francisco, CA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
Salesforce Administrator and Data Analyst,$65K-$120K (Glassdoor est.),-1,SF IHSS Public Authority,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,-1
Alerts Business/Data Analyst,$65K-$120K (Glassdoor est.),3.8,"Apex Systems
3.8","San Francisco, CA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",TRUE
Senior Business Data Analyst,$65K-$120K (Glassdoor est.),4,"Hazelcast
4.0","San Mateo, CA",51 to 200 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),"Redis Labs, GridGain",-1
BI Developer - Data Analyst,$65K-$120K (Glassdoor est.),4.1,"LeadStack, Inc.
4.1","Foster City, CA",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1
Biological Data Analyst - Remote,$65K-$120K (Glassdoor est.),-1,Parker Institute for Cancer Immunotherapy,"San Francisco, CA",51 to 200 employees,-1,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,Unknown / Non-Applicable,-1,-1
Data Systems Analyst (7199U,$65K-$120K (Glassdoor est.),4.1,"University of California Berkeley
4.1","Berkeley, CA",10000+ employees,1682,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),-1,-1
Sr. Business and Data Analyst,$46K-$86K (Glassdoor est.),5,"addastaff
5.0","San Francisco, CA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
Business Data Analyst - Senior/Director,$46K-$86K (Glassdoor est.),4.5,"HireTalent
4.5","San Francisco, CA",201 to 500 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,-1
"Lead Data Analyst, BI/Visualizations",$46K-$86K (Glassdoor est.),4.8,"Chime
4.8","San Francisco, CA",201 to 500 employees,2013,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,TRUE
"Lead Data Analyst, BI/Visualizations",$46K-$86K (Glassdoor est.),-1,Chime Bank,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,-1
Epic Clarity Data Analyst,$46K-$86K (Glassdoor est.),4.1,"APN Software Services Inc.
4.1","Oakland, CA",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1
Senior Data Analyst,$46K-$86K (Glassdoor est.),2.7,"The Pill Club
2.7","San Mateo, CA",201 to 500 employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Nurx,-1
Senior Health Data Analyst,$46K-$86K (Glassdoor est.),-1,One Medical,"San Francisco, CA",201 to 500 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
Business Data Analyst - Senior/Director,$46K-$86K (Glassdoor est.),3.9,"TalentBurst, Inc.
3.9","San Francisco, CA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKsystems, Collabera, Artech Information Systems",-1
Sales Finance Data Analyst,$46K-$86K (Glassdoor est.),3,"Qualys
3.0","Foster City, CA",501 to 1000 employees,1999,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"NortonLifeLock, McAfee, Verisign",-1
"Senior Business Technology Analyst - MDM / Data Management (San Francisco area, CA)",$46K-$86K (Glassdoor est.),3.8,"ZS Associates
3.8","San Francisco, CA",5001 to 10000 employees,1983,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1
Data Integrity Analyst,$46K-$86K (Glassdoor est.),3.1,"I.T. Solutions, Inc.
3.1","Foster City, CA",201 to 500 employees,-1,Other Organization,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1
"Business data analyst - SFO , CA",$46K-$86K (Glassdoor est.),3.9,"Diverse Lynx
3.9","San Francisco, CA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
Business Data Analyst WITH Data Standards and Migration,$46K-$86K (Glassdoor est.),3.9,"Diverse Lynx
3.9","San Francisco, CA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
Senior Data Analyst,$46K-$86K (Glassdoor est.),3.2,"QuinStreet
3.2","San Mateo, CA",501 to 1000 employees,1999,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),-1,-1
BI Data Analyst / Business Analyst,$46K-$86K (Glassdoor est.),4.4,"Alliance IT
4.4","San Ramon, CA",51 to 200 employees,2011,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,-1
Senior Product Data Analyst,$46K-$86K (Glassdoor est.),3.9,"LiveCareer
3.9","San Francisco, CA",501 to 1000 employees,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1
"Senior Business Data Analyst, Growth Strategy",$46K-$86K (Glassdoor est.),3.5,"Square Trade
3.5","San Francisco, CA",201 to 500 employees,1999,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),-1,-1
Senior Product Data Analyst,$46K-$86K (Glassdoor est.),3.6,"BOLD
3.6","San Francisco, CA",201 to 500 employees,2004,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,TRUE
Data Analyst Junior,$46K-$86K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","San Francisco, CA",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
"Job Opportunity with Cognizant for Data Analyst at SFO ,CA (NO OPT & NO CPT)",$46K-$86K (Glassdoor est.),4.4,"Next Level Business Services, Inc.
4.4","San Francisco, CA",5001 to 10000 employees,2007,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
Senior Data Analyst,$46K-$86K (Glassdoor est.),4.4,"The Armada Group
4.4","San Francisco, CA",51 to 200 employees,1995,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"TEKsystems, Akraya, Intelliswift",-1
Sr Data Analyst,$46K-$86K (Glassdoor est.),4.9,"GoAhead Solutions
4.9","San Francisco, CA",1 to 50 employees,2001,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1
Senior Business and Data Analyst,$46K-$86K (Glassdoor est.),5,"addastaff
5.0","San Francisco, CA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
Data Analyst - Int,$47K-$74K (Glassdoor est.),4.3,"Abacus Service Corporation
4.3","Oakland, CA",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
Senior Financial Systems Analyst / Business Intelligence Data Modeler,$47K-$74K (Glassdoor est.),3.8,"Franklin Templeton Investments
3.8","San Mateo, CA",5001 to 10000 employees,1947,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),"Fidelity Investments, Vanguard",-1
Enrollment & Student Services Data & Systems Operations Analyst,$47K-$74K (Glassdoor est.),3.9,"Sutter Health System
3.9","Oakland, CA",10000+ employees,1981,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),"Kaiser Permanente, UC Davis Health, Dignity Health",-1
"Lead Data Analyst, Product",$47K-$74K (Glassdoor est.),4.8,"Chime
4.8","San Francisco, CA",201 to 500 employees,2013,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,TRUE
Biological Data Analyst,$47K-$74K (Glassdoor est.),-1,Parker Institute for Cancer Immunotherapy,"San Francisco, CA",51 to 200 employees,-1,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,Unknown / Non-Applicable,-1,-1
BI Data Analyst - Tibco & Spotfire,$47K-$74K (Glassdoor est.),3.4,"Incedo Inc
3.4","South San Francisco, CA",1001 to 5000 employees,2012,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"Mu Sigma, ZS Associates, Fractal",-1
Data Analyst - Life Sciences,$47K-$74K (Glassdoor est.),3.1,"I.T. Solutions, Inc.
3.1","Foster City, CA",201 to 500 employees,-1,Other Organization,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1
Sr. Data Analyst( Healthcare),$47K-$74K (Glassdoor est.),4.6,"Ascent
4.6","Alameda, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
Senior Data Analyst - Health Care Innovation,$47K-$74K (Glassdoor est.),3.4,"Impaq International, Llc
3.4","Oakland, CA",201 to 500 employees,2001,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,-1
Technical Business Analyst with SQL Data Specialist,$47K-$74K (Glassdoor est.),3,"Central Business Solutions, Inc
3.0","Walnut Creek, CA",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1
Lead Data Engineer (Capital Markets Business Analyst 2),$47K-$74K (Glassdoor est.),3.6,"Wells Fargo
3.6","San Francisco, CA",10000+ employees,1852,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1
Data and Policy Analyst - Writer/Coordinator,$47K-$74K (Glassdoor est.),3.2,"Acumen
3.2","Burlingame, CA",201 to 500 employees,1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),Acumen,-1
Master Data Management (MDM) - Business Systems Analyst,$47K-$74K (Glassdoor est.),3.4,"Saama Technologies Inc
3.4","South San Francisco, CA",501 to 1000 employees,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Accenture, Deloitte, IBM",-1
"Sr. BI Data Analyst (with Spotfire Exp & Bio/Pharma/Clinical Industry)-South San Francisco, California (W2)",$47K-$74K (Glassdoor est.),3.8,"Epikso
3.8","South San Francisco, CA",51 to 200 employees,2015,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,-1
Senior Business Technology Analyst - MDM / Data Management,$47K-$74K (Glassdoor est.),3,"ZS Associates, Inc.
3.0","San Francisco, CA",5001 to 10000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
Senior SAS Data Analyst,$47K-$74K (Glassdoor est.),4.6,"The Ascent Services Group
4.6","San Ramon, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
Lead Data Analyst,$47K-$74K (Glassdoor est.),3,"The Accuro Group
3.0","San Francisco, CA",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
Cybersecurity Analyst (Payment Card Industry Data Security Standards (PCI-DSS)),$47K-$74K (Glassdoor est.),3.7,"City and County of San Francisco
3.7","San Francisco, CA",5001 to 10000 employees,-1,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,-1
Business Analyst with Data Loss Prevention (DLP) Concepts,$47K-$74K (Glassdoor est.),3.8,"Epikso Inc
3.8","Foster City, CA",51 to 200 employees,2015,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,-1
"Sr. Analyst, Financial Data and Reporting",$47K-$74K (Glassdoor est.),3.6,"Central Garden & Pet Company
3.6","Walnut Creek, CA",1001 to 5000 employees,1980,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Spectrum Brands, Scotts Miracle-Gro, Newell Brands",-1
"Lead Data Analyst, Product",$47K-$74K (Glassdoor est.),-1,Chime Bank,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,-1
Business Analyst II (Scientific Business Analyst PreClinical Data),$47K-$74K (Glassdoor est.),4.6,"Ascent
4.6","South San Francisco, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
Sr. Process Analyst - Data Privacy Project,$47K-$74K (Glassdoor est.),4.6,"The Ascent Services Group
4.6","San Rafael, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
Data Analyst-IT II,$47K-$74K (Glassdoor est.),4.1,"APN Software Services Inc.
4.1","Redwood City, CA",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1
Senior Financial Systems Analyst / Business Intelligence Data Modeler,$47K-$74K (Glassdoor est.),-1,Franklin Resources,"San Mateo, CA",1 to 50 employees,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,-1
Sr. Data Analysts (Banking Domain),$47K-$74K (Glassdoor est.),5,"Concept Software & Services Inc
5.0","San Francisco, CA",1 to 50 employees,1998,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,-1
Data Analyst,$34K-$61K (Glassdoor est.),3.2,"Allied Solutions
3.2","Carmel, IN",1001 to 5000 employees,2001,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),"CUNA Mutual, SWBC, Overby-Seawell",-1
Healthcare Data Analyst,$34K-$61K (Glassdoor est.),3.3,"Navient
3.3","Indianapolis, IN",5001 to 10000 employees,2014,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,-1
Data Analyst,$34K-$61K (Glassdoor est.),3.5,"Briljent
3.5","Indianapolis, IN",51 to 200 employees,1998,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1
"Data Analyst, Predictive Analytics",$34K-$61K (Glassdoor est.),4.2,"Upper Hand
4.2","Indianapolis, IN",1 to 50 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,-1
Healthcare Data Analyst,$34K-$61K (Glassdoor est.),2.8,"Vespa Group LLC
2.8","Indianapolis, IN",1 to 50 employees,-1,Company - Private,Casual Restaurants,"Restaurants, Bars & Food Services",Less than $1 million (USD),-1,-1
Data Analyst,$34K-$61K (Glassdoor est.),3.8,"Lilt
3.8","Indianapolis, IN",51 to 200 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1
Data Analyst,$34K-$61K (Glassdoor est.),2.8,"BCforward
2.8","Indianapolis, IN",1001 to 5000 employees,1998,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,-1
Junior Data Analyst,$34K-$61K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Indianapolis, IN",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
COVID-19 Data Analyst,$34K-$61K (Glassdoor est.),3.6,"Alpha Rae Personnel, Inc.
3.6","Indianapolis, IN",1001 to 5000 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,-1
Business Data Analyst,$34K-$61K (Glassdoor est.),3.6,"The Fountain Group
3.6","Indianapolis, IN",1001 to 5000 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Apex Systems, Kforce, Robert Half",-1
